"id","member_id","loan_amnt","funded_amnt","funded_amnt_inv","term","int_rate","installment","grade","sub_grade","emp_title","emp_length","home_ownership","annual_inc","verification_status","issue_d","loan_status","pymnt_plan","url","desc","purpose","title","zip_code","addr_state","dti","delinq_2yrs","earliest_cr_line","fico_range_low","fico_range_high","inq_last_6mths","mths_since_last_delinq","mths_since_last_record","open_acc","pub_rec","revol_bal","revol_util","total_acc","initial_list_status","out_prncp","out_prncp_inv","total_pymnt","total_pymnt_inv","total_rec_prncp","total_rec_int","total_rec_late_fee","recoveries","collection_recovery_fee","last_pymnt_d","last_pymnt_amnt","next_pymnt_d","last_credit_pull_d","last_fico_range_high","last_fico_range_low","collections_12_mths_ex_med","mths_since_last_major_derog","policy_code","application_type","annual_inc_joint","dti_joint","verification_status_joint","acc_now_delinq","tot_coll_amt","tot_cur_bal","open_acc_6m","open_act_il","open_il_12m","open_il_24m","mths_since_rcnt_il","total_bal_il","il_util","open_rv_12m","open_rv_24m","max_bal_bc","all_util","total_rev_hi_lim","inq_fi","total_cu_tl","inq_last_12m","acc_open_past_24mths","avg_cur_bal","bc_open_to_buy","bc_util","chargeoff_within_12_mths","delinq_amnt","mo_sin_old_il_acct","mo_sin_old_rev_tl_op","mo_sin_rcnt_rev_tl_op","mo_sin_rcnt_tl","mort_acc","mths_since_recent_bc","mths_since_recent_bc_dlq","mths_since_recent_inq","mths_since_recent_revol_delinq","num_accts_ever_120_pd","num_actv_bc_tl","num_actv_rev_tl","num_bc_sats","num_bc_tl","num_il_tl","num_op_rev_tl","num_rev_accts","num_rev_tl_bal_gt_0","num_sats","num_tl_120dpd_2m","num_tl_30dpd","num_tl_90g_dpd_24m","num_tl_op_past_12m","pct_tl_nvr_dlq","percent_bc_gt_75","pub_rec_bankruptcies","tax_liens","tot_hi_cred_lim","total_bal_ex_mort","total_bc_limit","total_il_high_credit_limit","revol_bal_joint","sec_app_fico_range_low","sec_app_fico_range_high","sec_app_earliest_cr_line","sec_app_inq_last_6mths","sec_app_mort_acc","sec_app_open_acc","sec_app_revol_util","sec_app_open_act_il","sec_app_num_rev_accts","sec_app_chargeoff_within_12_mths","sec_app_collections_12_mths_ex_med","sec_app_mths_since_last_major_derog","hardship_flag","hardship_type","hardship_reason","hardship_status","deferral_term","hardship_amount","hardship_start_date","hardship_end_date","payment_plan_start_date","hardship_length","hardship_dpd","hardship_loan_status","orig_projected_additional_accrued_interest","hardship_payoff_balance_amount","hardship_last_payment_amount","debt_settlement_flag","debt_settlement_flag_date","settlement_status","settlement_date","settlement_amount","settlement_percentage","settlement_term"
"126405706","","9000","9000","9000"," 36 months","  7.35%","279.34","A","A4","Administrative Assistant","3 years","RENT","54000","Not Verified","Dec-2017","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=126405706","","credit_card","Credit card refinancing","946xx","CA","5.82","0","Jun-2005","715","719","0","","","7","0","13918","45.6%","17","w","618.68","618.68","9145.34","9145.34","8381.32","764.02","0.0","0.0","0.0","Dec-2019","279.34","Jan-2020","Jun-2019","779","775","0","","1","Individual","","","","0","0","13918","0","0","0","0","81","0","","1","3","6484","46","30500","0","1","0","3","1988","16523","36.5","0","0","115","150","10","10","0","18","","","","0","3","3","6","8","7","7","10","4","7","0","0","0","1","100","0","0","0","30500","13918","26000","0","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"126313418","","10000","10000","10000"," 36 months","  6.72%","307.5","A","A3","President","2 years","MORTGAGE","102000","Source Verified","Dec-2017","Fully Paid","n","https://lendingclub.com/browse/loanDetail.action?loan_id=126313418","","small_business","Business","191xx","PA","18.32","0","Nov-1996","695","699","0","51","","10","0","28960","44.4%","20","w","0.00","0.00","10779.5522052367","10779.55","10000.00","779.55","0.0","0.0","0.0","Jul-2019","5561.38","","Nov-2019","729","725","0","51","1","Individual","","","","0","0","28960","1","0","0","0","88","0","","1","2","5509","44","65200","0","1","0","2","2896","22590","41.2","0","0","132","253","1","1","0","1","","","","1","5","7","5","9","4","10","16","7","10","0","0","0","1","95","0","0","0","65200","28960","38400","0","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"126186267","","20000","20000","20000"," 60 months"," 28.72%","631.44","F","F1","Lvn ","< 1 year","RENT","70000","Source Verified","Dec-2017","Fully Paid","n","https://lendingclub.com/browse/loanDetail.action?loan_id=126186267","","major_purchase","Major purchase","925xx","CA","7.71","1","Oct-2007","665","669","0","17","","9","0","3033","44.6%","16","w","0.00","0.00","22521.164502627","22521.16","20000.00","2521.16","0.0","0.0","0.0","Jun-2018","20075.18","","Jul-2018","689","685","1","29","1","Individual","","","","0","450","35987","0","2","1","1","12","32954","89","2","3","1703","82","6800","0","0","1","4","3999","2419","49.6","0","0","122","78","11","11","0","13","","11","17","2","3","5","3","3","7","7","9","5","9","0","0","0","3","81.3","0","0","0","43827","35987","4800","37027","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"126367756","","27000","27000","27000"," 60 months","  9.93%","572.75","B","B2","Data Scientist","3 years","RENT","68000","Not Verified","Dec-2017","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=126367756","","debt_consolidation","Debt consolidation","752xx","TX","30.04","0","Jul-2002","750","754","0","","","14","0","19008","35.8%","20","w","16309.75","16309.75","14908.76","14908.76","10690.25","4218.51","0.0","0.0","0.0","Dec-2019","572.75","Jan-2020","Dec-2019","749","745","0","","1","Individual","","","","0","0","99838","0","5","0","1","21","80830","41","0","0","11275","39","53100","0","0","1","1","7131","29492","39.2","0","0","149","185","29","21","2","29","","8","","0","4","4","7","7","6","9","12","4","14","0","0","0","0","100","0","0","0","166381","99838","48500","113281","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"125467821","","40000","40000","40000"," 36 months","  6.08%","1218.33","A","A2","Editor/Writer","< 1 year","MORTGAGE","60000","Source Verified","Dec-2017","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=125467821","","debt_consolidation","Debt consolidation","200xx","DC","25.46","0","Aug-2000","770","774","0","","","4","0","37523","64.7%","6","w","14149.57","14149.57","29206.14","29206.14","25850.43","3355.71","0.0","0.0","0.0","Dec-2019","1218.33","Jan-2020","Nov-2019","744","740","0","","1","Joint App","198000","13.12","Source Verified","0","0","539635","0","1","0","1","16","16188","77","0","0","20375","68","58000","0","1","0","1","134909","20477","64.7","0","0","68","208","80","16","2","80","","","","0","2","2","2","2","2","2","2","2","4","0","0","0","0","100","0","0","0","596402","53711","58000","20902","49724","725","729","Sep-1996","0","2","9","57.8","2","12","0","0","","N","","","","","","","","","","","","","","","N","","","","","",""
"126407360","","19000","19000","19000"," 36 months","  7.35%","589.72","A","A4","Insurance Auditor","6 years","MORTGAGE","90000","Source Verified","Dec-2017","Fully Paid","n","https://lendingclub.com/browse/loanDetail.action?loan_id=126407360","","debt_consolidation","Debt consolidation","960xx","CA","11.92","0","Oct-2005","705","709","0","","","9","0","11958","37.4%","29","w","0.00","0.00","20567.412956584","20567.41","19000.00","1567.41","0.0","0.0","0.0","May-2019","11151.29","","Jul-2019","769","765","0","","1","Individual","","","","0","0","48753","1","1","2","4","3","36795","","0","0","7603","37","32000","2","1","5","4","5417","9717","46.6","0","0","64","146","44","3","0","61","","3","","0","2","3","3","10","6","8","23","3","9","0","0","0","2","100","0","0","0","69118","48753","18200","37118","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"126415456","","15000","15000","15000"," 36 months","  6.72%","461.24","A","A3","Document Control","< 1 year","MORTGAGE","66560","Source Verified","Dec-2017","Fully Paid","n","https://lendingclub.com/browse/loanDetail.action?loan_id=126415456","","credit_card","Credit card refinancing","770xx","TX","13.18","0","Feb-2000","780","784","0","","","5","0","15474","56.7%","19","w","0.00","0.00","16241.9208776334","16241.92","15000.00","1241.92","0.0","0.0","0.0","Jul-2019","7953.6","","Aug-2019","734","730","0","","1","Individual","","","","0","0","178993","0","1","1","1","11","10211","79","0","0","15474","64","27300","0","6","0","1","35799","6826","69.4","0","0","143","214","32","11","2","32","","","","0","1","1","2","3","6","3","11","1","5","0","0","0","1","100","50","0","0","212300","25685","22300","13000","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"125707211","","35000","35000","35000"," 60 months"," 14.08%","815.85","C","C3","Executive Vice President","7 years","RENT","200000","Verified","Dec-2017","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=125707211","","debt_consolidation","Debt consolidation","926xx","CA","24.26","0","Sep-1998","685","689","1","","77","33","2","77558","29%","49","w","23843.26","23843.26","19511.96","19511.96","11156.74","8355.22","0.0","0.0","0.0","Dec-2019","815.85","Jan-2020","Nov-2019","709","705","0","","1","Individual","","","","0","0","136135","2","14","0","0","28","58036","53","4","9","33116","37","186000","1","2","3","9","4125","86068","33.1","0","0","138","231","2","2","2","2","","4","","0","9","10","12","16","20","18","26","10","33","0","0","0","4","100","33.3","0","2","312139","136135","161900","109171","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"126184571","","12275","12275","12275"," 36 months"," 24.85%","487.08","E","E3","Digital Marketing Manager","2 years","RENT","45000","Verified","Dec-2017","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=126184571","","debt_consolidation","Debt consolidation","023xx","MA","33.28","0","Sep-2011","680","684","0","","","14","0","9733","31.6%","14","f","5539.43","5539.43","11257.87","11257.87","6735.57","4424.90","97.4","0.0","0.0","Dec-2019","511.43","Jan-2020","Nov-2019","639","635","0","","1","Individual","","","","0","0","56393","1","5","1","3","10","46660","84","3","9","1633","65","30800","2","0","4","12","4028","17305","33.7","0","0","75","23","3","3","0","3","","7","","0","7","8","7","7","5","9","9","8","14","0","0","0","4","100","0","0","0","86333","56393","26100","55533","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"126124763","","28000","28000","28000"," 60 months"," 12.62%","631.66","C","C1","Administrator","< 1 year","MORTGAGE","135000","Source Verified","Dec-2017","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=126124763","","debt_consolidation","Debt consolidation","750xx","TX","10.22","0","Jun-2004","670","674","0","75","","9","0","27120","57.5%","30","w","18848.79","18848.79","15110.76","15110.76","9151.21","5959.55","0.0","0.0","0.0","Dec-2019","631.66","Jan-2020","Nov-2019","719","715","1","","1","Individual","","","","0","720","328211","1","1","1","1","7","30579","93","1","2","10329","72","47200","1","2","3","4","36468","12080","69.2","0","0","139","162","3","3","5","15","","7","","0","4","4","5","9","10","7","15","4","9","0","0","0","2","96.7","60","0","0","359287","57699","39200","32787","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"126213221","","25000","25000","25000"," 60 months"," 14.08%","582.75","C","C3","Operations manager","< 1 year","RENT","80000","Source Verified","Dec-2017","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=126213221","","credit_card","Credit card refinancing","212xx","MD","15.02","0","Jul-1995","700","704","0","","","10","0","29650","88.8%","17","w","17030.89","17030.89","13800.23","13800.23","7969.11","5831.12","0.0","0.0","0.0","Dec-2019","582.75","Jan-2020","Oct-2019","719","715","0","","1","Individual","","","","0","0","47621","1","2","1","2","6","17971","85","0","1","9480","87","33400","3","0","1","3","5291","1050","96.6","0","0","140","269","16","6","0","29","","6","","0","4","4","4","7","4","8","13","4","10","0","0","0","1","100","100","0","0","54605","47621","30700","21205","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"124915829","","30000","30000","30000"," 36 months","  7.97%","939.68","A","A5","Estimator","1 year","RENT","70000","Verified","Dec-2017","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=124915829","","debt_consolidation","Debt consolidation","336xx","FL","0","0","Aug-1995","765","769","1","","","2","0","0","0%","6","w","9415.61","9415.61","23759.11","23759.11","20584.39","3174.72","0.0","0.0","0.0","Dec-2019","939.68","Jan-2020","Nov-2019","754","750","0","","1","Individual","","","","0","0","0","1","0","0","0","243","0","","2","2","0","0","3700","0","0","2","2","0","3000","0","0","0","267","131","5","5","0","5","","5","","0","0","0","1","1","3","2","3","0","2","0","0","0","2","100","0","0","0","3700","0","3000","0","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"125241518","","10000","10000","10000"," 60 months"," 20.00%","264.94","D","D4","","n/a","MORTGAGE","22000","Not Verified","Dec-2017","Charged Off","n","https://lendingclub.com/browse/loanDetail.action?loan_id=125241518","","debt_consolidation","Debt consolidation","630xx","MO","26.95","0","Aug-2011","725","729","0","","","5","0","6979","67.1%","7","w","0.00","0.00","2621.62","2621.62","1059.81","1561.81","0.0","0.0","0.0","Nov-2018","264.94","","Nov-2019","579","575","0","","1","Individual","","","","0","0","15902","0","1","0","0","76","8923","41","0","1","4888","49","10400","2","0","7","1","3180","994","84.5","0","0","76","62","17","17","0","17","","8","","0","3","4","3","3","1","4","6","4","5","0","0","0","0","100","33.3","0","0","32274","15902","6400","21874","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"125755993","","8000","8000","8000"," 36 months","  9.44%","256.04","B","B1","Administrative Coordinator","10+ years","RENT","84498","Source Verified","Dec-2017","Fully Paid","n","https://lendingclub.com/browse/loanDetail.action?loan_id=125755993","","major_purchase","Major purchase","104xx","NY","11.62","0","Jun-1976","720","724","1","26","","13","0","1067","6%","21","w","0.00","0.00","8756.272913661","8756.27","8000.00","756.27","0.0","0.0","0.0","Feb-2019","5438.24","","Nov-2019","759","755","0","26","1","Individual","","","","0","0","40588","1","3","2","3","5","39521","86","0","1","1020","63","17800","1","0","2","4","3690","12280","7.7","0","0","91","176","24","5","0","24","","5","26","1","1","2","3","5","5","9","15","2","13","0","0","0","2","81","0","0","0","63991","40588","13300","46191","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"126408725","","10000","10000","10000"," 60 months"," 16.02%","243.29","C","C5","Environmental, Health, Safety Mgr","4 years","MORTGAGE","100000","Not Verified","Dec-2017","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=126408725","","home_improvement","Home improvement","924xx","CA","11.63","10","Jul-2002","730","734","0","16","","18","0","627","17.4%","24","w","6917.97","6917.97","5816.71","5816.71","3082.03","2734.68","0.0","0.0","0.0","Dec-2019","243.29","Jan-2020","Nov-2019","734","730","0","16","1","Individual","","","","0","0","359333","0","13","0","1","19","90178","96","0","0","627","93","3600","1","2","0","1","21137","1473","29.9","0","0","129","185","49","19","2","143","","19","","10","1","1","1","1","17","3","4","1","18","0","0","10","0","58.3","0","0","0","385842","91155","2100","93892","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"126414116","","20000","20000","20000"," 36 months","  6.08%","609.17","A","A2","vp","5 years","MORTGAGE","50000","Verified","Dec-2017","Fully Paid","n","https://lendingclub.com/browse/loanDetail.action?loan_id=126414116","","debt_consolidation","Debt consolidation","290xx","SC","4.1","0","May-2000","750","754","1","","","4","0","4887","20.4%","35","w","0.00","0.00","20421.4663213978","20421.47","20000.00","421.47","0.0","0.0","0.0","May-2018","18610.85","","May-2018","789","785","0","","1","Individual","","","","0","0","283436","1","0","0","1","20","0","","1","1","4792","20","24000","0","2","1","3","70859","14113","25.7","0","0","102","211","1","1","2","1","","1","","0","2","2","2","18","7","3","26","2","4","0","0","0","1","100","0","0","0","309000","4887","19000","0","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"126206341","","7800","7800","7800"," 36 months"," 10.91%","255.03","B","B4","Program Coordinator ","< 1 year","RENT","37750","Not Verified","Dec-2017","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=126206341","","debt_consolidation","Debt consolidation","633xx","MO","8.84","0","Aug-2007","660","664","0","31","","24","0","6625","66.9%","36","w","2888.95","2888.95","6108.9","6108.90","4911.05","1197.85","0.0","0.0","0.0","Dec-2019","255.03","Jan-2020","Nov-2019","629","625","1","","1","Individual","","","","0","96","113756","0","17","0","0","26","107131","119","0","0","2677","114","9900","0","0","0","0","4740","165","95.8","0","0","124","100","50","26","0","50","31","","31","0","2","5","2","3","26","7","10","5","24","0","0","0","0","88.6","100","0","0","100111","113756","3900","90211","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"126368225","","35000","35000","35000"," 60 months"," 13.59%","806.97","C","C2","Journeyman Electrician","10+ years","MORTGAGE","80000","Source Verified","Dec-2017","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=126368225","","debt_consolidation","Debt consolidation","550xx","MN","24.23","0","Sep-1999","715","719","0","44","","10","0","22782","60.9%","21","w","23749.49","23749.49","19116.25","19116.25","11250.51","7865.74","0.0","0.0","0.0","Dec-2019","806.97","Jan-2020","Nov-2019","729","725","0","45","1","Joint App","150000","14.37","Source Verified","0","0","226366","0","3","0","0","39","11860","22","1","2","12960","38","37400","2","0","2","2","22637","14118","61.7","0","0","144","219","9","9","3","9","44","6","44","1","3","3","4","11","5","5","13","3","10","0","0","0","1","95.2","25","0","0","303589","34642","36900","53739","38415","690","694","Sep-1999","0","3","8","94.7","4","18","0","0","45","N","","","","","","","","","","","","","","","N","","","","","",""
